0.000002,0.000001,,1
0.000004,0.000002,,2
0.000003,0.000001,,3
0.000001,0.000001,,4
0.000002,0.000001,,5
0.000002,0.000001,,6
0.000003,0.000002,,7
0.000003,0.000002,,8
0.000003,0.000002,,9
0.000002,0.000002,,10
0.000003,0.000002,,11
0.000002,0.000003,,12
0.000003,0.000002,,13
0.000003,0.000002,,14
0.000003,0.000003,,15
0.000003,0.000002,,16
0.000003,0.000002,,17
0.000003,0.000002,,18
0.000006,0.000002,,19
0.000003,0.000002,,20
0.000004,0.000003,,21
0.000002,0.000003,,22
0.000003,0.000003,,23
0.000006,0.000003,,24
0.000004,0.000004,,25
0.000003,0.000004,,26
0.000018,0.000004,,27
0.000007,0.000004,,28
0.000004,0.000004,,29
0.000004,0.000005,,30
0.000004,0.000006,,31
0.000009,0.000005,,32
0.000004,0.000004,,33
0.000003,0.000005,,34
0.000004,0.000005,,35
0.000007,0.000005,,36
0.000006,0.000007,,37
0.000004,0.000007,,38
0.00001,0.000007,,39
0.000005,0.000006,,40
0.000005,0.000008,,41
0.00001,0.000009,,42
0.000005,0.000009,,43
0.000009,0.000009,,44
0.000007,0.000009,,45
0.000005,0.000009,,46
0.000009,0.00001,,47
0.000004,0.000012,,48
0.000006,0.00001,,49
0.000009,0.000012,,50
0.000006,0.000012,,51
0.000006,0.000012,,52
0.000007,0.000013,,53
0.000005,0.000013,,54
0.00001,0.000013,,55
0.000005,0.000012,,56
0.000011,0.000014,,57
0.000006,0.000015,,58
0.000013,0.000014,,59
0.000006,0.000015,,60
0.000014,0.000025,,61
0.000006,0.000017,,62
0.000006,0.000017,,63
0.000006,0.000017,,64
0.000013,0.00002,,65
0.000005,0.000021,,66
0.000011,0.000023,,67
0.000008,0.000027,,68
0.000029,0.000025,,69
0.000011,0.000023,,70
